Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao Piche,Temp Comp Media,Umidade Relativa Media,Velocidade do Vento Media,
83288,03/03/2018,0000,,35.1,,10.6,,29.28,62.5,0.8574,
83288,03/03/2018,1200,0,,22.8,,,,,,
83288,04/03/2018,0000,,35.9,,10.5,,29.64,58.25,0.68592,
83288,04/03/2018,1200,0,,23,,,,,,
83288,05/03/2018,0000,,35.5,,9,,28.36,65.25,1.20036,
83288,05/03/2018,1200,0,,24.4,,,,,,
83288,06/03/2018,0000,,32.7,,6.1,,25.52,85.75,1.7148,
83288,06/03/2018,1200,10,,22.6,,,,,,
83288,07/03/2018,0000,,33.9,,4.5,,27.16,81.5,0.34296,
83288,07/03/2018,1200,0,,23.2,,,,,,
83288,08/03/2018,0000,,27,,0.1,,23.7,90.75,1.02888,
83288,08/03/2018,1200,15.1,,22.4,,,,,,
83288,09/03/2018,0000,,30.7,,4.1,,26.2,81.5,1.20036,
83288,09/03/2018,1200,2,,22.2,,,,,,
83288,10/03/2018,0000,,30.3,,4.3,,26.48,83.5,0.68592,
83288,10/03/2018,1200,0,,24,,,,,,
83288,11/03/2018,0000,,30.3,,1.4,,25.24,89.5,0.34296,
83288,11/03/2018,1200,0.6,,22.7,,,,,,
83288,12/03/2018,0000,,32,,6,,25.42,91.25,1.54332,
83288,12/03/2018,1200,0,,22.8,,,,,,
83288,13/03/2018,0000,,30.5,,4.9,,25.72,84,1.02888,
83288,13/03/2018,1200,8.8,,22.8,,,,,,
83288,14/03/2018,0000,,32,,9.1,,26.4,76.25,0.34296,
83288,14/03/2018,1200,11.6,,21.5,,,,,,
83288,15/03/2018,0000,,32.9,,7.7,,26.8,78.5,1.54332,
83288,15/03/2018,1200,1.8,,24.4,,,,,,
83288,16/03/2018,0000,,33.5,,9.3,,27.64,71.75,0.68592,
83288,16/03/2018,1200,0,,22.6,,,,,,
83288,17/03/2018,0000,,33.9,,9.2,,28.24,66.25,0.34296,
83288,17/03/2018,1200,0,,23.2,,,,,,
83288,18/03/2018,0000,,33.7,,6.7,,27.08,86,0.51444,
83288,18/03/2018,1200,0,,23.8,,,,,,
83288,19/03/2018,0000,,32.7,,9.4,,26.56,76.25,0.51444,
83288,19/03/2018,1200,8,,22.2,,,,,,
83288,20/03/2018,0000,,33.9,,10.2,,27.56,68.75,0.17148,
83288,20/03/2018,1200,0,,22.6,,,,,,
83288,21/03/2018,0000,,31.1,,3.8,,26.04,83.5,1.20036,
83288,21/03/2018,1200,4,,23,,,,,,
83288,22/03/2018,0000,,33.3,,8.1,,27.32,78,0.51444,
83288,22/03/2018,1200,0,,22,,,,,,
83288,23/03/2018,0000,,31.4,,4.6,,26.14,86,0.8574,
83288,23/03/2018,1200,0,,23.7,,,,,,
83288,24/03/2018,0000,,30.7,,6.3,,25.68,76.5,1.7148,
83288,24/03/2018,1200,4.1,,22.4,,,,,,
83288,25/03/2018,0000,,30.3,,6.5,,24.84,90.25,0.68592,
83288,25/03/2018,1200,0.2,,21.6,,,,,,
83288,26/03/2018,0000,,30.5,,9.6,,25.22,77,0.34296,
83288,26/03/2018,1200,22.6,,20.5,,,,,,
83288,27/03/2018,0000,,31.7,,10.2,,25.88,68.75,1.54332,
83288,27/03/2018,1200,0,,21,,,,,,
83288,28/03/2018,0000,,31.1,,9.8,,25.88,69.5,1.02888,
83288,28/03/2018,1200,0,,20.8,,,,,,
83288,29/03/2018,0000,,32.3,,6.7,,26.38,69.25,0.51444,
83288,29/03/2018,1200,0,,22,,,,,,
83288,30/03/2018,0000,,32.7,,9.8,,27.16,67.75,0,
83288,30/03/2018,1200,0,,22.2,,,,,,
83288,31/03/2018,0000,,33.5,,10.5,,28.2,64.25,0.51444,
83288,31/03/2018,1200,0,,22.8,,,,,,
83288,01/04/2018,0000,,34.6,,10.6,,28.26,64.75,0.68592,
83288,01/04/2018,1200,0,,21.8,,,,,,
83288,02/04/2018,0000,,33.9,,9.5,,28.16,66.75,0.51444,
83288,02/04/2018,1200,0,,22.6,,,,,,
83288,03/04/2018,0000,,34.7,,9.3,,27.88,70.75,0.34296,
83288,03/04/2018,1200,0,,21.8,,,,,,
83288,04/04/2018,0000,,35.9,,10.5,,29.14,62.5,0.51444,
83288,04/04/2018,1200,0,,22.4,,,,,,
83288,05/04/2018,0000,,34.7,,9.9,,28.76,67.25,1.54332,
83288,05/04/2018,1200,0,,23.2,,,,,,
83288,06/04/2018,0000,,30.5,,2.8,,25.48,84.75,0.68592,
83288,06/04/2018,1200,14.8,,23.2,,,,,,
83288,07/04/2018,0000,,32.5,,8.2,,27.14,72.25,0.68592,
83288,07/04/2018,1200,0,,23.1,,,,,,
83288,08/04/2018,0000,,31.9,,7.6,,26.36,75.5,0.51444,
83288,08/04/2018,1200,6,,22.4,,,,,,
83288,09/04/2018,0000,,31.1,,5,,26,67.5,0.8574,
83288,09/04/2018,1200,0,,22.4,,,,,,
83288,10/04/2018,0000,,31.3,,3.6,,25.48,82.25,0.51444,
83288,10/04/2018,1200,0,,20.8,,,,,,
83288,11/04/2018,0000,,30.3,,5.7,,24.44,78.75,1.37184,
83288,11/04/2018,1200,31,,20.4,,,,,,
83288,12/04/2018,0000,,31.1,,7.3,,25.8,71.25,0.8574,
83288,12/04/2018,1200,0,,21,,,,,,
83288,13/04/2018,0000,,29.5,,1.6,,24.44,88.5,0.68592,
83288,13/04/2018,1200,0,,22,,,,,,
83288,14/04/2018,0000,,32.3,,9.1,,26.32,74.5,1.02888,
83288,14/04/2018,1200,22.7,,21.4,,,,,,
83288,15/04/2018,0000,,32.1,,9.2,,26.68,66.25,1.02888,
83288,15/04/2018,1200,0,,22.2,,,,,,
83288,16/04/2018,0000,,32.9,,0,,26.92,71.75,0.68592,
83288,16/04/2018,1200,0,,20.8,,,,,,
83288,17/04/2018,0000,,32.1,,8.1,,25.76,63.75,1.54332,
83288,17/04/2018,1200,0,,20.2,,,,,,
83288,18/04/2018,0000,,30.3,,6.2,,25.72,64.25,0.8574,
83288,18/04/2018,1200,0,,21.4,,,,,,
83288,19/04/2018,0000,,32.5,,9.4,,26.7,60.25,0.8574,
83288,19/04/2018,1200,0,,22,,,,,,
83288,20/04/2018,0000,,33.7,,10.9,,26.68,64.5,1.20036,
83288,20/04/2018,1200,0,,20.6,,,,,,
83288,21/04/2018,0000,,33.7,,10.3,,27.2,63.5,0.68592,
83288,21/04/2018,1200,0,,20.8,,,,,,
83288,22/04/2018,0000,,34.3,,9,,27,62,1.02888,
83288,22/04/2018,1200,0,,21.4,,,,,,
83288,23/04/2018,0000,,36.9,,8.2,,27.56,60.5,1.54332,
83288,23/04/2018,1200,0,,21,,,,,,
83288,24/04/2018,0000,,34.1,,10.8,,27.12,61,1.02888,
83288,24/04/2018,1200,0,,21.2,,,,,,
83288,25/04/2018,0000,,34.1,,8.6,,26.6,71,0.51444,
83288,25/04/2018,1200,0,,21.2,,,,,,
83288,26/04/2018,0000,,32.9,,9.3,,26.96,61,1.54332,
83288,26/04/2018,1200,0,,20.4,,,,,,
83288,27/04/2018,0000,,34.1,,10.4,,26.68,66.5,1.02888,
83288,27/04/2018,1200,0,,21.6,,,,,,
83288,28/04/2018,0000,,34.1,,9.6,,27.18,62.5,0.51444,
83288,28/04/2018,1200,0,,21.8,,,,,,
83288,29/04/2018,0000,,33.4,,8.8,,26.48,63,0.68592,
83288,29/04/2018,1200,0,,21.5,,,,,,
83288,30/04/2018,0000,,34.3,,9.5,,26.76,60.75,1.02888,
83288,30/04/2018,1200,0,,20.2,,,,,,
83288,01/05/2018,0000,,34.9,,10.5,,27.68,56,1.02888,
83288,01/05/2018,1200,0,,20.2,,,,,,
83288,02/05/2018,0000,,35.1,,10.9,,27.68,61.25,0.8574,
83288,02/05/2018,1200,0,,21.8,,,,,,
83288,03/05/2018,0000,,33.7,,8.6,,27.76,61.25,1.7148,
83288,03/05/2018,1200,0,,23.2,,,,,,
83288,04/05/2018,0000,,33.3,,9.6,,27.2,63,1.02888,
83288,04/05/2018,1200,0,,22.2,,,,,,
83288,05/05/2018,0000,,32.3,,9.1,,26.96,60,1.54332,
83288,05/05/2018,1200,0,,20.2,,,,,,
83288,06/05/2018,0000,,34.5,,10.5,,26.84,54.5,0.8574,
83288,06/05/2018,1200,0,,20.4,,,,,,
83288,07/05/2018,0000,,33.2,,10.5,,26.14,56.25,1.37184,
83288,07/05/2018,1200,0,,19.2,,,,,,
83288,08/05/2018,0000,,33.7,,10.5,,26.68,55.5,1.7148,
83288,08/05/2018,1200,0,,19.2,,,,,,
83288,09/05/2018,0000,,33.3,,8.8,,25.68,52,1.88628,
83288,09/05/2018,1200,0,,19.2,,,,,,
83288,10/05/2018,0000,,33.3,,10.5,,25.76,57,0.8574,
83288,10/05/2018,1200,0,,18.8,,,,,,
83288,11/05/2018,0000,,33.3,,10.5,,26.08,58.75,1.20036,
83288,11/05/2018,1200,0,,18.4,,,,,,
83288,12/05/2018,0000,,35.3,,10.5,,27.88,55.75,0.68592,
83288,12/05/2018,1200,0,,20.2,,,,,,
83288,13/05/2018,0000,,35.5,,9.3,,28.2,55.5,0.51444,
83288,13/05/2018,1200,0,,21.6,,,,,,
83288,14/05/2018,0000,,34.3,,6.6,,27.72,58.5,1.02888,
83288,14/05/2018,1200,0,,23,,,,,,
83288,15/05/2018,0000,,32.3,,5.5,,26.56,59,1.88628,
83288,15/05/2018,1200,0,,20.8,,,,,,
83288,16/05/2018,0000,,34.5,,10.2,,26.72,51,0.34296,
83288,16/05/2018,1200,0,,20,,,,,,
83288,17/05/2018,0000,,35.5,,10.4,,27.96,53.75,0.8574,
83288,17/05/2018,1200,0,,20.4,,,,,,
83288,18/05/2018,0000,,34.7,,8.3,,28.44,51.5,1.02888,
83288,18/05/2018,1200,0,,22.2,,,,,,
83288,19/05/2018,0000,,35.1,,10.3,,28.24,54.5,0.51444,
83288,19/05/2018,1200,0,,21,,,,,,
83288,20/05/2018,0000,,34.1,,7.8,,27.8,62.5,0.68592,
83288,20/05/2018,1200,0,,23.8,,,,,,
83288,21/05/2018,0000,,35.1,,10.3,,27.56,57,1.37184,
83288,21/05/2018,1200,0,,21.4,,,,,,
83288,22/05/2018,0000,,35.3,,8.6,,28,57.25,1.54332,
83288,22/05/2018,1200,0,,21.8,,,,,,
83288,23/05/2018,0000,,34.9,,9.8,,27.92,55.5,0.68592,
83288,23/05/2018,1200,0,,21.8,,,,,,
83288,24/05/2018,0000,,31.7,,1.1,,26.3,61.5,1.20036,
83288,24/05/2018,1200,0,,22.3,,,,,,
83288,25/05/2018,0000,,31.7,,10,,26.2,55.25,2.5722,
83288,25/05/2018,1200,0,,20.2,,,,,,
83288,26/05/2018,0000,,32.9,,10,,26.04,53.75,0.8574,
83288,26/05/2018,1200,0,,21.8,,,,,,
83288,27/05/2018,0000,,30.1,,3.8,,25.7,60,1.54332,
83288,27/05/2018,1200,0,,22,,,,,,
83288,28/05/2018,0000,,30.5,,7.2,,25.56,56.75,2.74368,
83288,28/05/2018,1200,0,,20.4,,,,,,
83288,29/05/2018,0000,,31.3,,10.2,,24.52,55,1.7148,
83288,29/05/2018,1200,0,,20.2,,,,,,
83288,30/05/2018,0000,,32.3,,10.4,,24.28,50.25,1.02888,
83288,30/05/2018,1200,0,,18,,,,,,
83288,31/05/2018,0000,,32.1,,10.3,,24.56,53.25,0.8574,
83288,31/05/2018,1200,0,,17,,,,,,
83288,01/06/2018,0000,,32.9,,9.7,,25.54,53,1.20036,
83288,01/06/2018,1200,0,,19.2,,,,,,
83288,02/06/2018,0000,,31.9,,6.7,,26.4,58.25,1.88628,
83288,02/06/2018,1200,0,,18.4,,,,,,
83288,03/06/2018,0000,,33.5,,8.3,,27.34,64.25,1.20036,
83288,03/06/2018,1200,0,,22.4,,,,,,
83288,04/06/2018,0000,,33.5,,8.5,,26.8,59.75,1.02888,
83288,04/06/2018,1200,0,,21,,,,,,
83288,05/06/2018,0000,,34.1,,10,,26.48,56.25,1.37184,
83288,05/06/2018,1200,0,,19.8,,,,,,
83288,06/06/2018,0000,,34.3,,9.2,,27.12,59.75,0.34296,
83288,06/06/2018,1200,0,,20.8,,,,,,
83288,07/06/2018,0000,,35.5,,10.3,,28.24,57,0.8574,
83288,07/06/2018,1200,0,,21.6,,,,,,
83288,08/06/2018,0000,,35.9,,10.2,,29.24,53.25,0.34296,
83288,08/06/2018,1200,0,,22.2,,,,,,
83288,09/06/2018,0000,,35.3,,9,,28.1,55.5,0.17148,
83288,09/06/2018,1200,0,,21.5,,,,,,
83288,10/06/2018,0000,,34.3,,8.5,,27.24,58.75,1.7148,
83288,10/06/2018,1200,0,,21.2,,,,,,
83288,11/06/2018,0000,,34.1,,9.4,,27.16,57,1.54332,
83288,11/06/2018,1200,0,,20.2,,,,,,
83288,12/06/2018,0000,,34.1,,9.1,,27.8,56,0.68592,
83288,12/06/2018,1200,0,,20,,,,,,
83288,13/06/2018,0000,,33.7,,8.1,,27.24,57,1.02888,
83288,13/06/2018,1200,0,,20.2,,,,,,
83288,14/06/2018,0000,,34.3,,10.1,,26.06,56.5,0.34296,
83288,14/06/2018,1200,0,,19.4,,,,,,
83288,15/06/2018,0000,,33.3,,9.8,,25.56,56.5,1.54332,
83288,15/06/2018,1200,0,,18.4,,,,,,
83288,16/06/2018,0000,,33.9,,10.2,,24.6,53.5,1.20036,
83288,16/06/2018,1200,0,,17.4,,,,,,
83288,17/06/2018,0000,,31.9,,10,,24.88,52.5,0.51444,
83288,17/06/2018,1200,0,,18.2,,,,,,
83288,18/06/2018,0000,,32.3,,9.9,,24.82,59,1.02888,
83288,18/06/2018,1200,0,,17.6,,,,,,
83288,19/06/2018,0000,,29.9,,6,,24.48,60,2.05776,
83288,19/06/2018,1200,0,,19.4,,,,,,
83288,20/06/2018,0000,,29.5,,5.8,,23.82,67.5,1.20036,
83288,20/06/2018,1200,0,,19,,,,,,
83288,21/06/2018,0000,,30.7,,7.8,,24.12,62.75,1.88628,
83288,21/06/2018,1200,0,,17.2,,,,,,
83288,22/06/2018,0000,,32.5,,10.2,,24.72,55.5,0.68592,
83288,22/06/2018,1200,0,,18.4,,,,,,
83288,23/06/2018,0000,,32.9,,10.1,,25.04,54.25,0.77166,
83288,23/06/2018,1200,0,,17,,,,,,
83288,24/06/2018,0000,,32.3,,10.2,,24.96,55,1.20036,
83288,24/06/2018,1200,0,,18,,,,,,
83288,25/06/2018,0000,,33.1,,9.9,,25.44,54,0.51444,
83288,25/06/2018,1200,0,,17.6,,,,,,
83288,26/06/2018,0000,,32.1,,8.7,,25.04,59.25,0.8574,
83288,26/06/2018,1200,0,,18.4,,,,,,
83288,27/06/2018,0000,,32.1,,10.1,,24.52,57.5,1.37184,
83288,27/06/2018,1200,0,,17.2,,,,,,
83288,28/06/2018,0000,,32,,8.9,,25.3,57.75,1.20036,
83288,28/06/2018,1200,0,,18.3,,,,,,
83288,29/06/2018,0000,,31.7,,10.2,,24.8,60.5,1.02888,
83288,29/06/2018,1200,0,,18.4,,,,,,
83288,30/06/2018,0000,,31.7,,5.8,,25.56,59,1.54332,
83288,30/06/2018,1200,0,,20.2,,,,,,
83288,01/07/2018,0000,,32.1,,5.7,,25.16,61.75,0.68592,
83288,01/07/2018,1200,0,,18.4,,,,,,
83288,02/07/2018,0000,,32.6,,9.5,,25.6,59.5,0.8574,
83288,02/07/2018,1200,0,,19,,,,,,
83288,03/07/2018,0000,,31.7,,6.1,,25.24,57.75,1.7148,
83288,03/07/2018,1200,0,,18.2,,,,,,
83288,04/07/2018,0000,,32.9,,10.2,,24.76,53.25,0.8574,
83288,04/07/2018,1200,0,,18,,,,,,
83288,05/07/2018,0000,,30.6,,8.1,,23.98,58,1.20036,
83288,05/07/2018,1200,0,,17.6,,,,,,
83288,06/07/2018,0000,,32.1,,10.2,,25.48,58,0,
83288,06/07/2018,1200,0,,20,,,,,,
83288,07/07/2018,0000,,33.1,,10.3,,25.68,54.25,0.68592,
83288,07/07/2018,1200,0,,18.2,,,,,,
83288,08/07/2018,0000,,32.5,,10.3,,25.02,55,1.20036,
83288,08/07/2018,1200,0,,17.1,,,,,,
83288,09/07/2018,0000,,32.7,,10.1,,25.08,58,1.37184,
83288,09/07/2018,1200,0,,18.2,,,,,,
83288,10/07/2018,0000,,34.1,,10.3,,25.12,53,0.68592,
83288,10/07/2018,1200,0,,17.4,,,,,,
83288,11/07/2018,0000,,33.5,,10.3,,25.44,52.75,0.68592,
83288,11/07/2018,1200,0,,17.8,,,,,,
83288,12/07/2018,0000,,34.6,,10.3,,25.98,56.75,0.8574,
83288,12/07/2018,1200,0,,18.2,,,,,,
83288,13/07/2018,0000,,33.3,,10.3,,25.14,57.75,0.68592,
83288,13/07/2018,1200,0,,18.4,,,,,,
83288,14/07/2018,0000,,32.9,,10.4,,25.86,57.75,0.17148,
83288,14/07/2018,1200,0,,19,,,,,,
83288,15/07/2018,0000,,33.1,,10.4,,25.4,62.5,1.54332,
83288,15/07/2018,1200,0,,17.8,,,,,,
83288,16/07/2018,0000,,32.5,,10.3,,25.24,56,0.8574,
83288,16/07/2018,1200,0,,18.4,,,,,,
83288,17/07/2018,0000,,31.7,,11.4,,24.94,63.5,0.68592,
83288,17/07/2018,1200,0,,18.5,,,,,,
83288,18/07/2018,0000,,32.3,,10.4,,25.8,55.5,1.02888,
83288,18/07/2018,1200,0,,17.6,,,,,,
83288,19/07/2018,0000,,31.9,,10.5,,24.48,58.5,0.8574,
83288,19/07/2018,1200,0,,17.6,,,,,,
83288,20/07/2018,0000,,31.7,,7.8,,25.32,63.5,1.02888,
83288,20/07/2018,1200,0,,17.4,,,,,,
83288,21/07/2018,0000,,31.7,,10.4,,24.92,58.75,1.7148,
83288,21/07/2018,1200,0,,18.2,,,,,,
83288,22/07/2018,0000,,31.3,,10.4,,24.22,55.75,1.37184,
83288,22/07/2018,1200,0,,18.8,,,,,,
83288,23/07/2018,0000,,32.5,,10.5,,24.68,59,0.17148,
83288,23/07/2018,1200,0,,16.1,,,,,,
83288,24/07/2018,0000,,31.3,,7.7,,24.64,62,0.51444,
83288,24/07/2018,1200,0,,18.8,,,,,,
83288,25/07/2018,0000,,31.3,,6.4,,24.72,60.75,0.8574,
83288,25/07/2018,1200,0,,20,,,,,,
83288,26/07/2018,0000,,30.9,,10.4,,24.1,53.5,0.8574,
83288,26/07/2018,1200,0,,17.7,,,,,,
83288,27/07/2018,0000,,31.5,,10.5,,24.4,56.75,1.37184,
83288,27/07/2018,1200,0,,17.8,,,,,,
83288,28/07/2018,0000,,32.1,,10.4,,24.56,54.25,0.8574,
83288,28/07/2018,1200,0,,17.4,,,,,,
83288,29/07/2018,0000,,32.6,,10.6,,25.06,55,0.68592,
83288,29/07/2018,1200,0,,17.6,,,,,,
83288,30/07/2018,0000,,33.1,,10.5,,25.76,58.25,1.20036,
83288,30/07/2018,1200,0,,17.8,,,,,,
83288,31/07/2018,0000,,33.5,,10.5,,25.64,55.5,0.68592,
83288,31/07/2018,1200,0,,17.6,,,,,,
83288,01/08/2018,0000,,36.1,,9.7,,27.04,52.75,0.51444,
83288,01/08/2018,1200,0,,18,,,,,,
83288,02/08/2018,0000,,35.7,,10.5,,27.32,57.25,1.20036,
83288,02/08/2018,1200,0,,19.4,,,,,,
83288,03/08/2018,0000,,34.9,,8.1,,27.84,55.25,0.8574,
83288,03/08/2018,1200,0,,21.2,,,,,,
83288,04/08/2018,0000,,35.3,,10.5,,27.84,63.5,0.34296,
83288,04/08/2018,1200,0,,20.4,,,,,,
83288,05/08/2018,0000,,37.1,,10.5,,29.32,50.25,0.51444,
83288,05/08/2018,1200,0,,20.4,,,,,,
83288,06/08/2018,0000,,37.3,,9.6,,29.84,50.25,0.8574,
83288,06/08/2018,1200,0,,23.6,,,,,,
83288,07/08/2018,0000,,37.3,,9.2,,28.7,51.25,1.02888,
83288,07/08/2018,1200,0,,21.8,,,,,,
83288,08/08/2018,0000,,34.9,,10.5,,27.4,57.25,1.7148,
83288,08/08/2018,1200,0,,21.2,,,,,,
83288,09/08/2018,0000,,35.3,,10.5,,28.32,49.25,0.68592,
83288,09/08/2018,1200,0,,22.2,,,,,,
83288,10/08/2018,0000,,35.4,,7.5,,28.62,57.75,0.68592,
83288,10/08/2018,1200,0,,21.4,,,,,,
83288,11/08/2018,0000,,36.7,,9.7,,29.36,55.25,0.51444,
83288,11/08/2018,1200,0,,21.6,,,,,,
83288,12/08/2018,0000,,37.3,,10.5,,29.54,51.5,0.51444,
83288,12/08/2018,1200,0,,21.6,,,,,,
83288,13/08/2018,0000,,37.5,,10.3,,28.98,53.75,0.8574,
83288,13/08/2018,1200,0,,22.6,,,,,,
83288,14/08/2018,0000,,35.5,,9.3,,28.96,40.25,1.02888,
83288,14/08/2018,1200,0,,22.2,,,,,,
83288,15/08/2018,0000,,35.1,,10.2,,28.52,37.75,0.51444,
83288,15/08/2018,1200,0,,22,,,,,,
83288,16/08/2018,0000,,35.6,,8.6,,28.96,39,0.8574,
83288,16/08/2018,1200,0,,21.9,,,,,,
83288,17/08/2018,0000,,30.3,,1.2,,26.04,51,2.05776,
83288,17/08/2018,1200,0,,23,,,,,,
83288,18/08/2018,0000,,33.1,,8.5,,26.72,42.5,1.20036,
83288,18/08/2018,1200,0,,21,,,,,,
83288,19/08/2018,0000,,32.6,,7.3,,26.28,49,0.8574,
83288,19/08/2018,1200,0,,21,,,,,,
83288,20/08/2018,0000,,34.1,,9.9,,27.44,41.25,1.88628,
83288,20/08/2018,1200,0,,20.4,,,,,,
83288,21/08/2018,0000,,34.3,,10.1,,27.24,45.75,0.8574,
83288,21/08/2018,1200,0,,20.4,,,,,,
83288,22/08/2018,0000,,34.5,,10.8,,27.22,60.5,1.02888,
83288,22/08/2018,1200,0,,20.1,,,,,,
83288,23/08/2018,0000,,34.8,,10.3,,27.82,39.5,1.20036,
83288,23/08/2018,1200,0,,19.8,,,,,,
83288,24/08/2018,0000,,34.9,,10.8,,27.4,36,0.8574,
83288,24/08/2018,1200,0,,20.2,,,,,,
83288,25/08/2018,0000,,35.3,,10.7,,27.74,44.75,1.20036,
83288,25/08/2018,1200,0,,21.2,,,,,,
83288,26/08/2018,0000,,35.1,,10.8,,27.6,33.25,1.37184,
83288,26/08/2018,1200,0,,20.2,,,,,,
83288,27/08/2018,0000,,33.1,,10.8,,26.72,28,1.54332,
83288,27/08/2018,1200,0,,20.4,,,,,,
83288,28/08/2018,0000,,30.7,,5.3,,25.6,47.25,0.8574,
83288,28/08/2018,1200,0,,20.6,,,,,,
83288,29/08/2018,0000,,32.1,,10.9,,25.96,33.5,2.05776,
83288,29/08/2018,1200,0,,21.2,,,,,,
83288,30/08/2018,0000,,32.1,,9.8,,25.56,42,1.20036,
83288,30/08/2018,1200,0,,19,,,,,,
83288,31/08/2018,0000,,30.7,,10.7,,25.68,46.75,1.20036,
83288,31/08/2018,1200,0,,19.4,,,,,,
83288,01/09/2018,0000,,33.7,,10.8,,26.56,37.5,1.7148,
83288,01/09/2018,1200,0,,20.2,,,,,,
83288,02/09/2018,0000,,34.1,,10.8,,26.8,38.75,1.37184,
83288,02/09/2018,1200,0,,19.4,,,,,,
83288,03/09/2018,0000,,36.5,,10.8,,27.88,36.5,0.68592,
83288,03/09/2018,1200,0,,19.5,,,,,,
83288,04/09/2018,0000,,37.3,,9.3,,29.76,35.75,0.51444,
83288,04/09/2018,1200,0,,21.2,,,,,,
83288,05/09/2018,0000,,36.9,,7.3,,29.6,37.75,0.8574,
83288,05/09/2018,1200,0,,23.6,,,,,,
83288,06/09/2018,0000,,35.9,,10.3,,28.92,45.75,0.51444,
83288,06/09/2018,1200,0,,22.7,,,,,,
83288,07/09/2018,0000,,33.9,,10.4,,27.68,40,1.88628,
83288,07/09/2018,1200,0,,22.2,,,,,,
83288,08/09/2018,0000,,34.5,,10.2,,27.2,41.75,1.54332,
83288,08/09/2018,1200,0,,19.8,,,,,,
83288,09/09/2018,0000,,32.9,,11,,26.32,39.5,1.02888,
83288,09/09/2018,1200,0,,19.7,,,,,,
83288,10/09/2018,0000,,34.9,,11,,27.12,41.25,1.02888,
83288,10/09/2018,1200,0,,20,,,,,,
83288,11/09/2018,0000,,35.1,,10.8,,28.48,39.75,1.37184,
83288,11/09/2018,1200,0,,21.2,,,,,,
83288,12/09/2018,0000,,36.7,,8.8,,29.04,33.5,0.51444,
83288,12/09/2018,1200,0,,22.4,,,,,,
83288,13/09/2018,0000,,34.5,,8.3,,27.84,39.5,1.88628,
83288,13/09/2018,1200,0,,23,,,,,,
83288,14/09/2018,0000,,34.9,,10.2,,27.2,37.5,1.54332,
83288,14/09/2018,1200,0,,20.6,,,,,,
83288,15/09/2018,0000,,36.3,,10,,28.52,39.5,0.51444,
83288,15/09/2018,1200,0,,20.2,,,,,,
83288,16/09/2018,0000,,38.7,,10.1,,31.64,34.5,1.02888,
83288,16/09/2018,1200,0,,22.8,,,,,,
83288,17/09/2018,0000,,39.7,,8.3,,32.1,36.25,0.8574,
83288,17/09/2018,1200,0,,25.4,,,,,,
83288,18/09/2018,0000,,39,,9.9,,32.16,35.5,0.34296,
83288,18/09/2018,1200,0,,26,,,,,,
83288,19/09/2018,0000,,37.7,,10,,31.04,36.25,1.88628,
83288,19/09/2018,1200,0,,24.6,,,,,,
83288,20/09/2018,0000,,37.9,,10.3,,30.24,32,1.54332,
83288,20/09/2018,1200,0,,23,,,,,,
83288,21/09/2018,0000,,37.9,,9.9,,30.5,35,0.68592,
83288,21/09/2018,1200,0,,22.8,,,,,,
83288,22/09/2018,0000,,39,,10.5,,31.86,33.5,1.54332,
83288,22/09/2018,1200,0,,23.2,,,,,,
83288,23/09/2018,0000,,37.9,,8.4,,30.84,42.5,0.68592,
83288,23/09/2018,1200,0,,25.4,,,,,,
83288,24/09/2018,0000,,37.1,,10.2,,30.18,38.75,0.51444,
83288,24/09/2018,1200,0,,24,,,,,,
83288,25/09/2018,0000,,36.7,,10.5,,29.8,34.75,2.05776,
83288,25/09/2018,1200,0,,23.6,,,,,,
83288,26/09/2018,0000,,36.9,,10.4,,29.96,30.25,1.37184,
83288,26/09/2018,1200,0,,23,,,,,,
83288,27/09/2018,0000,,37.9,,10.4,,30.66,35.75,0.68592,
83288,27/09/2018,1200,0,,22.7,,,,,,
83288,28/09/2018,0000,,39.3,,10.1,,31.74,34.75,1.20036,
83288,28/09/2018,1200,0,,24,,,,,,
83288,29/09/2018,0000,,39.5,,10,,31.72,27.5,1.20036,
83288,29/09/2018,1200,0,,24,,,,,,
83288,30/09/2018,0000,,39.3,,10,,31.42,29.75,0.8574,
83288,30/09/2018,1200,0,,24,,,,,,
83288,01/10/2018,0000,,38.1,,9.8,,31.04,34.5,1.54332,
83288,01/10/2018,1200,0,,24.8,,,,,,
83288,02/10/2018,0000,,37.3,,9.3,,30.14,38.75,0.68592,
83288,02/10/2018,1200,0,,23.9,,,,,,
83288,03/10/2018,0000,,38.9,,9.6,,31.42,37.25,0.51444,
83288,03/10/2018,1200,0,,23.6,,,,,,
83288,04/10/2018,0000,,39.5,,9.8,,33.16,31,1.54332,
83288,04/10/2018,1200,0,,25.4,,,,,,
83288,05/10/2018,0000,,38.7,,10.3,,32.22,36.5,1.02888,
83288,05/10/2018,1200,0,,27.2,,,,,,
83288,06/10/2018,0000,,37.5,,10.5,,30.72,44.75,0.68592,
83288,06/10/2018,1200,0,,24.8,,,,,,
83288,07/10/2018,0000,,38.1,,10.5,,30.12,35.25,1.20036,
83288,07/10/2018,1200,0,,23,,,,,,
83288,08/10/2018,0000,,38.1,,10.7,,30.76,32.5,1.37184,
83288,08/10/2018,1200,0,,22.2,,,,,,
83288,09/10/2018,0000,,38.5,,10.2,,31.48,33.5,0.68592,
